,Mainack Mondal,Sandeep Shukla,Vinay Ribeiro,Uday Reddy Bondhugula,Vinay P. Namboodiri,Anirban Dasgupta,Supratik Chakraborty,Gugan Thoppe | गुगन थोप्पे,Chester Rebeiro,Om P. Damani,Ajit Rajwade,Ashutosh Modi,Pallab Dasgupta,Suyash P. Awate,Bivas Mitra,Sayan Ranu,Shanmuganathan Raman,Raghavan Komondoor,Partha Talukdar,Ganesh Ramakrishnan,abhilash jindal,Pabitra Mitra,Parag Singla,V Krishna Nandivada,Saptarshi Ghosh,Sukhendu Das,Abhishek Bichhawat,Vijay Natarajan,Animesh Mukherjee,Bhargab B. Bhattacharya,Parag Chaudhuri,soumyajit dey,Chaya Ganesh,Arkaprava Basu,Naveen Garg,Bhavana Kanukurthi,Jayant Haritsa,Mayank Singh,Arnab Bhattacharya,Manindra Agrawal,Dr. Pushpak Bhattacharyya,Arindam Khan,Shirish Shevade,Nipun Batra,Ayon Chakraborty,Shweta Agrawal,Satrajit ghosh,Smruti R. Sarangi,Shalabh Bhatnagar,Surender Baswana,Siddharth Barman,Subhashish Banerjee,Kartik Nagar,Prashanth L.A.,KC Sivaramakrishnan,Devarajan Sridharan,Vinod Ganapathy,Mausam,Arpita Patra,Balaraman Ravindran,Shishir N. Y. Kolathaya,Purushottam Kar,Sourangshu Bhattacharya,Biswabandan Panda,Debdeep Mukhopadhyay,Chetan Arora,Rijurekha Sen,Sudeshna Kolay,palash dey,Shankara Narayanan Krishna,Anurag Mittal,Niloy Ganguly,Soumen Chakrabarti,Piyush Rai,Mitesh Khapra,Aritra Hazra,Nitin Saxena,Shivaram Kalyanakrishnan,Somak Aditya,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Krithi Ramamritham,Chandan Saha,Amey Karkare,Neeldhara Misra,Pawan Goyal,Abir Das
Mitesh Khapra,0.26171410459628125,0.3409360479541779,0.611948347122376,0.6505675904773367,0.8354671210348915,0.7333162239951767,0.6122859146104915,0.6858605464633482,0.37027532732730717,0.659770846175823,0.6108926066560554,0.9317060699358994,0.4099939391801246,0.7850803275581053,0.803966310938851,0.8120440295909703,0.6006142972647818,0.31804398393659444,0.9410404148881987,0.91516577810839,0.3230495100439748,0.6129662081479836,0.8909043181443603,0.629600088148761,0.8184090562131713,0.6951188236079362,0.3038129970993024,0.5261752565983898,0.8936911775716311,0.3210660559102683,0.8301360741298331,0.4453742445657879,0.4280261291352243,0.5003250799218106,0.43990084727467327,0.5697795335920294,0.19420145842169942,0.8645705503621068,0.31136171497054227,0.25708633119640895,0.8153241791746932,0.6251230955798132,0.8959075717897798,0.8577910511588128,0.5911184239706885,0.31375193849392746,0.14611704833633327,0.6948101246878245,0.6479108451199628,0.46706011539007175,0.6252658756052666,0.5008706718073443,0.2201669635154742,0.6779942335441717,0.3907161503602693,0.8402227055545329,0.30343199050345904,0.8005809546016817,0.48534466399510173,0.7419790567851173,0.6915782329826851,0.827738848400279,0.7751444373549056,0.5281959142038974,0.3259615383442963,0.6747759816457455,0.7023108381045075,0.6718960563612523,0.6876001840491959,0.6724213188768342,0.7313796246282366,0.5988428287565578,0.35705034429506244,0.816055679306648,0.9999999999999999,0.6845937910081666,0.3739128213383088,0.694998440270422,0.9259070542444174,0.6442748821457257,0.21900037786027923,0.602148562762847,0.7128432245008477,0.6108999410499246,0.9681067180913661,0.7573306299973049
Aritra Hazra,0.5208409528268887,0.2661558690896859,0.608230229316527,0.6095936597171113,0.6808839512149241,0.7089797052159236,0.7573410030096368,0.8978631232548626,0.694044895553329,0.5881009806332869,0.7839677923827528,0.6125323720325154,0.5418966040112492,0.641158649291126,0.8624189866906449,0.7940049546775447,0.462359307367425,0.35792938593878415,0.5962915326179121,0.7852015531093723,0.49507974342386746,0.4004124580579138,0.745702972284209,0.7016955376991596,0.6874038818792851,0.5073766374831767,0.5665886707972277,0.561106227361905,0.7579232860237843,0.2656039977267263,0.9062375776118766,0.7095040708665203,0.7903026572912938,0.5750809948443464,0.44954543119799184,0.7042534263411379,0.11234998112768059,0.5473743429716696,0.24054603782072165,0.19873658802946784,0.4767447312521629,0.8947843397738883,0.6483604474265338,0.816668448011074,0.5596459514428685,0.646685686677977,0.1945042166059344,0.711424852172304,0.6822284604972063,0.5286809521672666,0.9187780615774022,0.6363924722179679,0.40908771719659276,0.8854651091893008,0.4017142006871361,0.7412469168025269,0.3127411858163582,0.601264042969918,0.6503712075354698,0.5848133296624964,0.8104477839516604,0.760093812254795,0.819771992192923,0.7732145073126044,0.37996281696146245,0.5501480089349151,0.518180219318731,0.865593899566787,0.8991752104899009,0.8603561253219316,0.4935510814087031,0.46014910485694427,0.18775591555763013,0.7131884204264097,0.6845937910081666,0.9999999999999999,0.4439849291667521,0.7263013909587117,0.5631355010900302,0.4552830331793128,0.09270466249891209,0.717680496183872,0.7639106377485501,0.8429593048786029,0.7536436660440716,0.5467259687036543
Nitin Saxena,0.5601408280025237,0.9264584831034678,0.68129126742873,0.8833282137102064,0.17572804273217596,0.8094532740284417,0.8456990927862125,0.5643173838488077,0.6022239073966646,0.8188067368813561,0.443223608316881,0.1957247378994007,0.9443643162964492,0.28468298816869003,0.3920539136232106,0.3801989826414172,0.1224747855928669,0.9537132624215289,0.5731424539192491,0.3597475554161444,0.907691715035213,0.8133656312029186,0.3420663637958463,0.6799876040676192,0.7344244636210728,0.3588582398979272,0.3590349780077408,0.8209574307036271,0.6986256323749263,0.9455588972656125,0.46091840698741293,0.1518151302368999,0.5315770158330334,0.5602617426337527,0.9553827929592741,0.8585001502316539,0.835003463892398,0.15785121240746355,0.8919415371085505,0.9396186346973865,0.6074389213735492,0.5982004982104219,0.3262674570555777,0.4638828648171535,0.6655693023307647,0.34512056255358836,0.806110408586861,0.6369299647587785,0.772059716109286,0.8925956251201096,0.6473532886132762,0.8666930353098884,0.5712167140216061,0.5323054094759918,0.8177150422584551,0.4711566418217935,0.9330744877592538,0.7993747811486029,0.5211608492820005,0.6308801942071464,0.4069688412136457,0.5114608661390421,0.27889322685186546,0.4204405835277286,0.8772038637893648,0.09705323881136604,0.318305871954471,0.7325075646743981,0.5612818846955999,0.7593893992663266,0.38194133505316774,0.9226521871031078,0.9027322894564411,0.27908343825185505,0.3739128213383088,0.4439849291667521,0.9999999999999998,0.8599971935108901,0.2820403711592903,0.7238784751042538,0.8822159731466548,0.91371537629034,0.6170076380639885,0.7068644593446056,0.40326735131403707,0.4568966815072482
Shivaram Kalyanakrishnan,0.6942832236856763,0.8034613469287829,0.8492826754826448,0.8653001245795082,0.5335089341613898,0.9644532057275774,0.9749498488495186,0.8157781750390348,0.7524571774272982,0.8962555284174676,0.6578243179830214,0.50916875945438,0.905052911341598,0.5935746955366729,0.754097052642593,0.7437847671559288,0.35735849799550673,0.8155002198345876,0.8044291853364925,0.6774379305381055,0.8067603701463769,0.8489352795907551,0.6837897379010419,0.8622726661800323,0.9429298729727671,0.5740789622439008,0.5685517295154081,0.9127354432435115,0.9357135608269768,0.8147674160319913,0.7490290696022928,0.5143300050252949,0.7446463859382391,0.7217960097172246,0.8789695031916939,0.9438431550894062,0.6610304756349967,0.48679028714338207,0.8084067362628508,0.7689856154122415,0.7664065512473418,0.8016503649327358,0.649423943283209,0.8017605272942862,0.8362703488478315,0.5478298540958311,0.6881095005611725,0.8593671731287276,0.8904878367678369,0.9140445976707018,0.8404821381752079,0.923378261574717,0.5842234002741076,0.7660135074199736,0.7947051585675295,0.7954041122906912,0.8310706341329726,0.9224287941240258,0.7401734008884668,0.8111148344516838,0.717843601401491,0.7997944406982332,0.6584696751000668,0.7100592404501419,0.822968833010926,0.40872632907736306,0.5907598394521241,0.9341351310484984,0.8408285078442007,0.9205927915644686,0.5830932458658284,0.9246614294325335,0.7866258008979179,0.6042131301321191,0.694998440270422,0.7263013909587117,0.8599971935108901,1.0000000000000002,0.5617149147676753,0.8323230935128095,0.6938038874712483,0.9708297927323334,0.8395974098945211,0.8965570300609965,0.7319597930791938,0.6773122609432904
Somak Aditya,0.2219100334670321,0.21847338127881788,0.433819138375977,0.5205653453622336,0.7925995033394422,0.5949788388721471,0.48864045584425897,0.5326988557273096,0.2791878088269663,0.5750063342831399,0.6626045147867617,0.878549256578855,0.2797000955437493,0.7442978008691472,0.6909035950785771,0.6656935980655669,0.7165282579482213,0.27454106599830086,0.8144956831260953,0.8530615661146213,0.20985593965969437,0.49746489665642113,0.802429372403367,0.5776218031176702,0.7055205769033546,0.7124368900321069,0.2416902235903863,0.4657825260980025,0.759343930130011,0.21588144650041094,0.7467252912047266,0.35198209924589896,0.31097914854773634,0.4861776744480135,0.30907715037641476,0.4135980108498874,0.09383872747582699,0.8255414075890806,0.24088676518108357,0.161869467634896,0.6543555964678985,0.4979066465766399,0.7425576130843263,0.7703920466286518,0.4386264075274253,0.20761544779152222,0.06958376617245224,0.648320744965939,0.4580370453561549,0.39007828291967744,0.4931744249020757,0.41820719735407375,0.14226804721063888,0.5108520676766771,0.29526639316411357,0.7383526164884956,0.21406221844190618,0.6630935342405943,0.33677920056360416,0.6303650335309813,0.5651298697465522,0.6732117704166168,0.6700851374095985,0.4617693484428746,0.20533605278425138,0.7481712439401267,0.5535215609349419,0.5604256007217321,0.584200972406188,0.5587298847997058,0.7361101179988232,0.47530943041124857,0.25227246650307816,0.6844852476621275,0.9259070542444174,0.5631355010900302,0.2820403711592903,0.5617149147676753,1.0000000000000002,0.47715461399718184,0.11773523487310782,0.4606677717527332,0.6263568117068159,0.5246226028721712,0.8527510066737085,0.7030016187604644
Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,0.3892727951211407,0.8279297344667881,0.8680683341243702,0.7980693969768035,0.6188942994374025,0.8727210206033819,0.7493170893088668,0.6135352287628328,0.4495758702047176,0.9140968909611527,0.3450143765015261,0.3689563810799963,0.7691720910344185,0.7286985727930105,0.6697980560120901,0.7476222085288143,0.43679772787508314,0.6732411026328864,0.811032720968489,0.641091433665662,0.6403640411687567,0.9610197124317132,0.7403288311186765,0.5528813258685816,0.7586786628352074,0.7028426182217187,0.21751319325490956,0.7103837036790861,0.8084691296814324,0.7847513522188929,0.5981765895772388,0.3194089584423567,0.417588127524561,0.33802824831475753,0.7848946823177348,0.7513065730711352,0.6732135246190359,0.28564578947153807,0.7437270682214547,0.738810250387531,0.9175164143814282,0.517599816812471,0.7895188233710565,0.7392990482828626,0.825863068243182,0.35713451372009686,0.6143729126680132,0.6677976552761041,0.8906113359263188,0.7282656640402589,0.5441430673211836,0.6266010746501683,0.3060003848875769,0.6295776874373717,0.5359729809909188,0.8099348101854695,0.7573874768182783,0.929802150447257,0.6483945817010911,0.933483457473506,0.6468614733474399,0.832594013127005,0.5683429219591549,0.3965283115225733,0.7617726123599265,0.4784748879797152,0.8065476271691611,0.6415592087366371,0.5426720850162688,0.6088748296442014,0.7242400643807111,0.8462523271360911,0.8061572059243552,0.7274001573776246,0.6442748821457257,0.4552830331793128,0.7238784751042538,0.8323230935128095,0.47715461399718184,1.0000000000000007,0.7547129802826461,0.8054785719797399,0.6189049817058028,0.5396198331105833,0.5926437627863358,0.8581102294795117
Krithi Ramamritham,0.37617907533119865,0.9828459672364933,0.5880644825481077,0.7574508537907169,0.03039191214883772,0.6685103911156007,0.6205126289302466,0.297775295530311,0.3398327529232071,0.7404519487484642,0.06835520527552519,0.004308319057546141,0.8319515297234448,0.18745915476102049,0.13881327054949827,0.20211897434503928,-0.0002469302151950851,0.8353422839018758,0.49556768959942127,0.16672140382469608,0.7224295778401445,0.8538231725512094,0.18871950092652928,0.41051727775037095,0.5494234288605101,0.2734427979079375,0.18111584242655798,0.6487986767818259,0.530309201515175,0.9719506767727781,0.17990062590190106,-0.09368356269142884,0.2758820764327441,0.26208729639857736,0.9131102457311016,0.7072388216411215,0.9082462499791221,-0.050664773657368094,0.89600129522434,0.9814925664155398,0.6350547149104125,0.29253051380604395,0.257757341354725,0.24620034353230907,0.5479727242562387,0.22804560822679004,0.8641887997173324,0.3789700542940041,0.6957252846455738,0.766087328485778,0.33832465980536003,0.6559454452651557,0.3970048348769712,0.307229322930786,0.6661352221782211,0.3193787229356187,0.9105723066988813,0.736817218328178,0.42194455077750015,0.593190575031564,0.22805197698409388,0.38606405462061805,0.038676320325003566,0.09063499995674014,0.8793376014051124,-0.045110487365380786,0.29160760300165156,0.44339770810240325,0.2221614873246923,0.477671772539032,0.31266190525395077,0.8781034671859956,0.9772166710781034,0.17148959819648796,0.21900037786027923,0.09270466249891209,0.8822159731466548,0.6938038874712483,0.11773523487310782,0.7547129802826461,1.0000000000000002,0.7457138238562928,0.3117614578398661,0.3871555323875554,0.18656288519820904,0.4196921641910113
Chandan Saha,0.6096881732801376,0.8443727613640243,0.7847625571322483,0.9227182248103523,0.45383642407990843,0.9492286496798606,0.951400388763543,0.8249752258695475,0.684894524404507,0.8938230093682689,0.6103361648095109,0.4103427090901534,0.9234568183181117,0.5372801601710988,0.6748696392539605,0.6689085972947902,0.30515653745579036,0.8295652512477222,0.7285867011761097,0.636087248442908,0.83147482371534,0.8412275758928661,0.6151504331927877,0.8005078408606705,0.8562538180142023,0.5204381605156417,0.4985963869378763,0.8551338030320844,0.8723106832078187,0.8436374106243588,0.7352274355604714,0.3935475095545451,0.6992120685272246,0.6107379499775322,0.9355851468784434,0.9510123237458273,0.7125712368252072,0.34321854026985066,0.8063634678220338,0.8122452087873044,0.7253526837030052,0.8258621698516914,0.5803189153411015,0.7178297436923331,0.7482172892413657,0.5167613250367717,0.698716741574217,0.7606139524359644,0.92685883580577,0.9138664451420203,0.8678289833127583,0.8926389357323065,0.6222368615190077,0.8048362933094626,0.7774254583703385,0.7118773257848933,0.8308138083062059,0.9002079608154626,0.6748478884243737,0.7821196071126356,0.6955071399846503,0.7641592277088376,0.5859059300636457,0.5967777206156979,0.8274299447774227,0.3269164591386191,0.5038688023912252,0.9062533580841804,0.7787998311571295,0.9277949206591214,0.5337170890389327,0.918650520365721,0.8007267675114742,0.5696280228152081,0.602148562762847,0.717680496183872,0.91371537629034,0.9708297927323334,0.4606677717527332,0.8054785719797399,0.7457138238562928,0.9999999999999998,0.7374774145252198,0.8614315215793757,0.6365951585332351,0.6333010323824174
Amey Karkare,0.7200141195364897,0.4536481280115812,0.7910530753375006,0.5979509958250325,0.6132246947175003,0.778239332056379,0.8601984833201657,0.7253652265335847,0.8289537811396124,0.6879684423734327,0.7878348207241339,0.599079785237255,0.6874666059516652,0.5847036534867014,0.8364687962383399,0.7686807202239566,0.4224146132731288,0.6669627728014729,0.7204673352242463,0.6507647160298259,0.6895878508851078,0.5801681274359352,0.6999860107420003,0.8569829105687503,0.9057995482489271,0.5502749934229351,0.5472578683682542,0.8364613971600615,0.8495939660105527,0.49927816495869004,0.7196047156100807,0.6934382384514298,0.7472268120197332,0.874919212317541,0.5285464728385916,0.7365200398865481,0.33235279964023173,0.6737937771758077,0.5553484015785531,0.4348956781101915,0.5862799506555412,0.6999528090793309,0.6218949334052687,0.8454132913446498,0.8297083794334404,0.47912794739225145,0.4024415730204311,0.9425336814699703,0.5991456317148329,0.6988797523911271,0.7314070618663796,0.8285503708489292,0.4667336913780256,0.5995379725518174,0.675328750818333,0.7974806424121009,0.6040214927524638,0.7084535698984026,0.7016657816855421,0.64185116638205,0.6115507411118399,0.6942707238503566,0.7342176556995199,0.9133366315605724,0.5649824776093841,0.513250594040782,0.6262749811253695,0.881614044679007,0.9140684533695288,0.7890722249693034,0.5395962357526695,0.662522478370806,0.4667311704176311,0.5607952421750451,0.7128432245008477,0.7639106377485501,0.6170076380639885,0.8395974098945211,0.6263568117068159,0.6189049817058028,0.3117614578398661,0.7374774145252198,0.9999999999999998,0.8832800104377488,0.7851866764309426,0.5787494040800315
Neeldhara Misra,0.7449611822856914,0.5221626749338741,0.701605313436896,0.6777056916876415,0.4827294112307725,0.8269175350453505,0.9367928457623778,0.8439293542999965,0.8371971047389137,0.7034142970352106,0.8145502304235128,0.5067040693562165,0.7552940490955201,0.4739258822717503,0.767832638978782,0.6919033631797634,0.34937627764756624,0.6937219181276317,0.6111074778628798,0.6193654785827394,0.7215825253898316,0.5559003941737802,0.5905219546921622,0.9047510902321861,0.8715446054132772,0.4643429940322577,0.6447199317076194,0.8506275438722074,0.8272494090759069,0.5686198716239138,0.7692211736301997,0.6243860349890351,0.8407212381985257,0.8484011461672262,0.6758872679549222,0.8494360384395429,0.41477296029825583,0.5458065166537588,0.617102056823845,0.523870129488802,0.4804915147125989,0.8747352120255587,0.4772614250213506,0.7627888669341237,0.7238974089293383,0.5507363978657277,0.47740635055482533,0.8871850125272488,0.6974592575437192,0.8091744618792148,0.9148226881037783,0.9158634722250768,0.6556064908207072,0.7479339822545178,0.7384270503707481,0.6914938195416236,0.6236322901803703,0.6965313472806559,0.6653504090800685,0.5968730564995672,0.6851854046442815,0.6567511151094677,0.6807057400343068,0.8694613120986389,0.6062737148699583,0.4075655163045033,0.3952975284289478,0.9864283972097696,0.96280919534759,0.9531958988393814,0.44878119824243745,0.7047316320435925,0.506337569449437,0.47580493145153613,0.6108999410499246,0.8429593048786029,0.7068644593446056,0.8965570300609965,0.5246226028721712,0.5396198331105833,0.3871555323875554,0.8614315215793757,0.8832800104377488,0.9999999999999999,0.7101982178864641,0.47694862901410057
Pawan Goyal,0.3564950313831105,0.31934181734039363,0.6420526292926256,0.6526797580186379,0.7569916156591495,0.7496604577526816,0.6770445755742777,0.7336266859898886,0.482271844275417,0.6201249787196432,0.6630941864698419,0.9413281713371515,0.4445304529716464,0.6804042931579459,0.8259877661066,0.816519739588913,0.4768446382858699,0.34125730684841643,0.9039664298079777,0.8736763343391536,0.3925822333941547,0.5429694224483206,0.8359565326985945,0.7056796815330012,0.8609881570993279,0.603635836629438,0.4100633639215262,0.5802897754678401,0.9055807934527065,0.3168478243828579,0.8441214062738351,0.5290072785813852,0.5367282900685318,0.6157776523817166,0.45617748775907,0.6173503288514809,0.19554617879082464,0.9084671404443736,0.3277835790078558,0.2539324750054127,0.7407757809706238,0.7135743120222794,0.8328983346510007,0.849830453704603,0.6335711738993214,0.3554678436034023,0.15848571424232094,0.7425652822063791,0.6377213568848892,0.512203975426458,0.7108377746750174,0.576912238988275,0.2982847141494032,0.7112741658291905,0.46717337610511683,0.8047900969859615,0.31678123100714045,0.7722698013487986,0.4990527302403876,0.6705336457771413,0.692970623713633,0.8015535413196763,0.7883087869200951,0.6399990008120885,0.3344633251913008,0.5758190581500869,0.6224300343736566,0.7497120193132004,0.783572095742762,0.7509034938385148,0.6349727359896573,0.6076520764053814,0.33741757186885707,0.7504239074971651,0.9681067180913661,0.7536436660440716,0.40326735131403707,0.7319597930791938,0.8527510066737085,0.5926437627863358,0.18656288519820904,0.6365951585332351,0.7851866764309426,0.7101982178864641,1.0000000000000002,0.6512397457241984
Abir Das,0.20477316528653433,0.521559705818028,0.7452548519810409,0.6516289606071026,0.8941215390323938,0.7462264749419195,0.6059410809319631,0.6221700618967205,0.32108753950703883,0.8596949341905737,0.47692500288895606,0.49790316152124775,0.5085847854094547,0.9494522512949427,0.7826635534720798,0.8270376050294264,0.8212869546390956,0.42253150225356895,0.7672521216482092,0.8141053562247503,0.4018155809070148,0.8114696698871432,0.9029002512510426,0.45615992350788326,0.6409260167573416,0.9440924858800565,0.07760490343096495,0.5151918019984132,0.736557229427956,0.47386929294322383,0.7400183152587625,0.3798487327782394,0.3284247388343537,0.21895429748270792,0.5128009516506659,0.5636049896571147,0.3187343882444084,0.38061363472076437,0.4395304392145329,0.4062214048775339,0.8419660407932935,0.5033655767197805,0.884876130235289,0.8360888806469261,0.7218192204776486,0.29002154798206914,0.2755262067713423,0.6851599800947226,0.7739956259988984,0.49190425450601627,0.5199779747498581,0.4316514573200118,0.13031230209835684,0.6587172139102047,0.25291417162147417,0.8787718383540427,0.4435926829905423,0.8168236721703869,0.545306797432244,0.9597185115945535,0.757302336496222,0.8517436842447158,0.6895125031016688,0.391541119071512,0.4532824044422249,0.8471135637018364,0.8681242813111364,0.5826595761839387,0.5668241299586795,0.5304147772051988,0.9475052968287686,0.5860093827827403,0.4837663378150605,0.8790616876622825,0.7573306299973049,0.5467259687036543,0.4568966815072482,0.6773122609432904,0.7030016187604644,0.8581102294795117,0.4196921641910113,0.6333010323824174,0.5787494040800315,0.47694862901410057,0.6512397457241984,1.0000000000000002
